CMTE_ID,CMTE_NM,CMTE_ST1,CMTE_ST2,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,CAND_NM,RPT_YR,RPT_TP,TERM_RPT_FLAG,AMNDT_IND,RECEIPT_DT,CVG_START_DT,CVG_END_DT,RPT_PGI,COH_BOP,TTL_RECEIPTS_SUM_PAGE_PER,SUBTTL_SUM_PAGE_PER,TTL_DISB_SUM_PAGE_PER,COH_COP,DEBTS_OWED_TO_CMTE,DEBTS_OWED_BY_CMTE,EXP_SUBJECT_LIMITS,NET_CONTB_SUM_PAGE_PER,NET_OP_EXP_SUM_PAGE_PER,FED_FUNDS_PER,INDV_CONTB_PER,POL_PTY_CMTE_CONTB_PER,OTHER_POL_CMTE_CONTB_PER,CAND_CONTB_PER,TTL_CONTB_PER,TRANF_FROM_AFFILATED_CMTE_PER,LOANS_RECEIVED_FROM_CAND_PER,OTHER_LOANS_RECEIVED_PER,TTL_LOANS_RECEIVED_PER,OFFSETS_TO_OP_EXP_PER,OFFSETS_TO_FNDRSG_EXP_PER,OFFSETS_TO_LEGAL_ACCTG_PER,TTL_OFFSETS_TO_OP_EXP_PER,OTHER_RECEIPTS_PER,TTL_RECEIPTS_PER,OP_EXP_PER,TRANF_TO_OTHER_AUTH_CMTE_PER,FNDRSG_DISB_PER,EXEMPT_LEGAL_ACCTG_DISB_PER,REPYMTS_LOANS_MADE_BY_CAND_PER,REPYMTS_OTHER_LOANS_PER,TTL_LOAN_REPYMTS_MADE_PER,REF_INDV_CONTB_PER,REF_POL_PTY_CMTE_CONTB_PER,REF_OTHER_POL_CMTE_CONTB_PER,TTL_CONTB_REF_PER,OTHER_DISB_PER,TTL_DISB_PER,ITEMS_ON_HAND_LIQUIDATED,TTL_PER,FED_FUNDS_YTD,INDV_CONTB_YTD,POL_PTY_CMTE_CONTB_YTD,OTHER_POL_CMTE_CONTB_YTD,CAND_CONTB_YTD,TTL_CONTB_YTD,TRANF_FROM_AFFILIATED_CMTE_YTD,LOANS_RECEIVED_FROM_CAND_YTD,OTHER_LOANS_RECEIVED_YTD,TTL_LOANS_RECEIVED_YTD,OFFSETS_TO_OP_EXP_YTD,OFFSETS_TO_FNDRSG_EXP_YTD,OFFSETS_TO_LEGAL_ACCTG_YTD,TTL_OFFSETS_TO_OP_EXP_YTD,OTHER_RECEIPTS_YTD,TTL_RECEIPTS_YTD,OP_EXP_YTD,TRANF_TO_OTHER_AUTH_CMTE_YTD,FNDRSG_DISB_YTD,EXEMPT_LEGAL_ACCTG_DISB_YTD,REPYMTS_LOANS_MADE_CAND_YTD,REPYMTS_OTHER_LOANS_YTD,TTL_LOAN_REPYMTS_MADE_YTD,REF_INDV_CONTB_YTD,REF_POL_PTY_CMTE_CONTB_YTD,REF_OTHER_POL_CMTE_CONTB_YTD,TTL_CONTB_REF_YTD,OTHER_DISB_YTD,TTL_DISB_YTD,TTL_YTD,TRES_SIGN_NM,TRES_SIGN_DT,FILE_NUM
C00578492,"SANTORUM FOR PRESIDENT","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"M4",,N,19-APR-16,01-MAR-16,31-MAR-16,,10346.53,3003.53,13350.06,9773.76,3576.3,0,556859.67,1361496.65,1345652.14,1361496.65,0,2873.53,0,0,0,2873.53,0,0,0,0,130,0,0,130,0,3003.53,3883.76,0,0,0,0,0,0,5890,0,0,5890,0,9773.76,0,0,0,1350663.21,0,7350,0,1358013.21,0,24000,0,24000,6341.91,0,0,6341.91,1420.81,1389775.93,1367838.56,0,0,0,0,6000,6000,12361.07,0,0,12361.07,0,1386199.63,0,"ROTHMAN, GREG",19-APR-16,1065535
C00578492,"SANTORUM FOR PRESIDENT","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2015,"Q3",,A,15-OCT-15,01-JUL-15,30-SEP-15,,232018.26,387985.42,620003.68,393477.76,226525.92,0,67350.89,0,993276.19,767376.57,0,387985.42,0,0,0,387985.42,0,0,0,0,0,0,0,0,0,387985.42,391777.76,0,0,0,0,0,0,1700,0,0,1700,0,393477.76,0,0,0,994976.19,0,0,0,994976.19,0,0,0,0,0,0,0,0,626.3,995602.49,767376.57,0,0,0,0,0,0,1700,0,0,1700,0,769076.57,0,"ROTHMAN, GREG",20-APR-16,1065736
C00578492,"SANTORUM FOR PRESIDENT","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"Q2",,A,15-JUL-16,01-APR-16,30-JUN-16,,3576.3,28382.29,31958.59,19788.85,12169.74,0,557187.49,1380709.2,1358001.12,1380709.2,0,12648.98,0,0,0,12648.98,0,0,0,0,276.3,0,0,276.3,15457.01,28382.29,19488.85,0,0,0,0,0,0,300,0,0,300,0,19788.85,0,0,0,1363312.19,0,7350,0,1370662.19,0,24000,0,24000,6618.21,0,0,6618.21,16877.82,1418158.22,1387327.41,0,0,0,0,6000,6000,12661.07,0,0,12661.07,0,1405988.48,0,"ROTHMAN, GREG",15-OCT-16,1108056
C00496034,"RICK SANTORUM FOR PRESIDENT, INC (2012)","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,10449.06,4126.41,14575.47,1227.6,13347.87,0,450408.48,0,-2033.38,660281.31,0,0,0,0,0,0,0,0,0,0,270.25,0,0,270.25,3856.16,4126.41,1227.6,0,0,0,0,0,0,0,0,0,0,0,1227.6,0,0,0,5389.62,0,0,0,5389.62,0,0,0,0,93111.02,0,0,93111.02,401943.7,500444.34,753392.33,0,0,0,0,0,0,7423,0,0,7423,1019.6,761834.93,0,"ROTHMAN, GREG",15-OCT-15,1029664
C00578492,"SANTORUM FOR PRESIDENT","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"Q3",,N,15-OCT-16,01-JUL-16,30-SEP-16,,12169.74,374277.91,386447.65,358635.57,27812.08,0,533359.58,1737985.77,1366751.12,1737985.77,0,8750,0,0,0,8750,0,320000,0,320000,80,0,0,80,45447.91,374277.91,357356.57,0,0,0,0,1279,1279,0,0,0,0,0,358635.57,0,0,0,1372062.19,0,7350,0,1379412.19,0,344000,0,344000,6698.21,0,0,6698.21,62325.73,1792436.13,1744683.98,0,0,0,0,7279,7279,12661.07,0,0,12661.07,0,1764624.05,0,"ROTHMAN, GREG",15-OCT-16,1108162
C00578492,"SANTORUM FOR PRESIDENT","P.O. BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2015,"Q2",,A,15-JUL-15,01-APR-15,30-JUN-15,,0,607617.07,607617.07,375598.81,232018.26,0,124638.55,375598.81,606990.77,375598.81,0,606990.77,0,0,0,606990.77,0,0,0,0,0,0,0,0,626.3,607617.07,375598.81,0,0,0,0,0,0,0,0,0,0,0,375598.81,0,0,0,606990.77,0,0,0,606990.77,0,0,0,0,0,0,0,0,626.3,607617.07,375598.81,0,0,0,0,0,0,0,0,0,0,0,375598.81,0,"ROTHMAN, GREG",06-FEB-16,1048276
C00578492,"SANTORUM FOR PRESIDENT","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"M3",,N,18-MAR-16,01-FEB-16,29-FEB-16,,28729.54,20264.29,48993.83,38647.3,10346.53,0,547609.67,1357742.89,1348668.61,1357742.89,0,20054.33,0,100,0,20154.33,0,0,0,0,109.96,0,0,109.96,0,20264.29,32376.23,0,0,0,0,6000,6000,271.07,0,0,271.07,0,38647.3,0,0,0,1347789.68,0,7350,0,1355139.68,0,24000,0,24000,6211.91,0,0,6211.91,1420.81,1386772.4,1363954.8,0,0,0,0,6000,6000,6471.07,0,0,6471.07,0,1376425.87,0,"ROTHMAN, GREG",18-MAR-16,1056590
C00496034,"RICK SANTORUM FOR PRESIDENT, INC (2012)","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"Q1",,N,13-APR-16,01-JAN-16,31-MAR-16,,13233.52,6090.09,19323.61,19225,98.61,0,451150.39,0,-2033.38,674451.81,0,0,0,0,0,0,0,0,0,0,6090.09,0,0,6090.09,0,6090.09,19225,0,0,0,0,0,0,0,0,0,0,0,19225,0,0,0,5389.62,0,0,0,5389.62,0,0,0,0,99201.11,0,0,99201.11,402864.94,507455.67,773652.92,0,0,0,0,0,0,7423,0,0,7423,1019.6,782095.52,0,"ROTHMAN, GREG",15-APR-16,1060527
C00578492,"SANTORUM FOR PRESIDENT","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2015,"YE",,A,31-JAN-16,01-OCT-15,31-DEC-15,,226525.92,247627.45,474153.37,431233.58,42919.79,0,191401.36,1197032.95,1214531.93,1197032.95,0,216805.74,0,4750,0,221555.74,0,24000,0,24000,1277.2,0,0,1277.2,794.51,247627.45,430933.58,0,0,0,0,0,0,300,0,0,300,0,431233.58,0,0,0,1211781.93,0,4750,0,1216531.93,0,24000,0,24000,1277.2,0,0,1277.2,1420.81,1243229.94,1198310.15,0,0,0,0,0,0,2000,0,0,2000,0,1200310.15,0,"ROTHMAN, GREG",19-FEB-16,1051195
C00500587,"PERRY FOR PRESIDENT INC.","PO BOX 162406","","AUSTIN","TX","78716","P20003281","PERRY, JAMES R. (RICK)",2015,"YE",,N,31-JAN-16,01-OCT-15,31-DEC-15,P2016,44553.59,567.1,45120.69,42717.64,2403.05,0,0,0,1256810.54,1653288.81,0,0,0,0,0,0,0,0,0,0,567.1,0,0,567.1,0,567.1,42717.64,0,0,0,0,0,0,0,0,0,0,0,42717.64,0,0,0,1329276,0,7040.18,0,1336316.18,0,0,0,0,90934.6,0,0,90934.6,0,1427250.78,1744223.41,0,0,0,0,0,0,79505.64,0,0,79505.64,0,1823729.05,0,"BOX, RICHARD DR.",29-JAN-16,1047211
C00500587,"PERRY FOR PRESIDENT INC.","PO BOX 162406","","AUSTIN","TX","78716","P20003281","PERRY, JAMES R. (RICK)",2016,"Q1",,N,15-APR-16,01-JAN-16,31-MAR-16,P2016,2403.05,0,2403.05,585,1818.05,0,0,0,1256810.54,1653873.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,1329276,0,7040.18,0,1336316.18,0,0,0,0,90934.6,0,0,90934.6,0,1427250.78,1744808.41,0,0,0,0,0,0,79505.64,0,0,79505.64,0,1824314.05,0,"BOX, RICHARD DR.",15-APR-16,1063522
C00500587,"PERRY FOR PRESIDENT INC.","PO BOX 162406","","AUSTIN","TX","78716","P20003281","PERRY, JAMES R. (RICK)",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,P2016,342088.67,1139366.89,1481455.56,597542.44,883913.12,0,0,0,1069521.73,584489.93,0,1083116.89,0,1000,0,1084116.89,0,0,0,0,55250,0,0,55250,0,1139366.89,592947.28,0,0,0,0,0,0,4595.16,0,0,4595.16,0,597542.44,0,0,0,1083116.89,0,1000,0,1084116.89,0,0,0,0,55367.5,0,0,55367.5,0,1139484.39,639857.43,0,0,0,0,0,0,14595.16,0,0,14595.16,0,654452.59,0,"BOX, RICHARD DR.",15-JUL-15,1014957
C00500587,"PERRY FOR PRESIDENT INC.","PO BOX 162406","","AUSTIN","TX","78716","P20003281","PERRY, JAMES R. (RICK)",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,P2016,883913.12,287199.29,1171112.41,1126558.82,44553.59,0,0,0,1256810.54,1611138.27,0,246159.11,0,6040.18,0,252199.29,0,0,0,0,35000,0,0,35000,0,287199.29,1061648.34,0,0,0,0,0,0,64910.48,0,0,64910.48,0,1126558.82,0,0,0,1329276,0,7040.18,0,1336316.18,0,0,0,0,90367.5,0,0,90367.5,0,1426683.68,1701505.77,0,0,0,0,0,0,79505.64,0,0,79505.64,0,1781011.41,0,"BOX, RICHARD DR.",15-OCT-15,1028934
C00500587,"PERRY FOR PRESIDENT INC.","PO BOX 162406","","AUSTIN","TX","78716","P20003281","PERRY, JAMES R. (RICK)",2016,"Q2",,N,12-JUL-16,01-APR-16,30-JUN-16,P2016,1818.05,0,1818.05,0,1818.05,0,0,0,1256810.54,1653873.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329276,0,7040.18,0,1336316.18,0,0,0,0,90934.6,0,0,90934.6,0,1427250.78,1744808.41,0,0,0,0,0,0,79505.64,0,0,79505.64,0,1824314.05,0,"BOX, RICHARD DR.",12-JUL-16,1082886
C00500587,"PERRY FOR PRESIDENT INC.","PO BOX 162406","","AUSTIN","TX","78716","P20003281","PERRY, JAMES R. (RICK)",2016,"Q3",,N,15-OCT-16,01-JUL-16,30-SEP-16,P2016,1818.05,0,1818.05,0,1818.05,0,0,0,1256810.54,1653873.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329276,0,7040.18,0,1336316.18,0,0,0,0,90934.6,0,0,90934.6,0,1427250.78,1744808.41,0,0,0,0,0,0,79505.64,0,0,79505.64,0,1824314.05,0,"BOX, RICHARD DR.",15-OCT-16,1108073
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M10",,N,20-OCT-16,01-SEP-16,30-SEP-16,,199661.44,410588.31,610249.75,536568.2,73681.55,0,87740,3105016.73,2705212.89,3089860.67,0,410588.31,0,0,0,410588.31,0,0,0,0,0,0,0,0,0,410588.31,533599.93,0,2968.27,0,0,0,0,0,0,0,0,0,536568.2,0,0,456035.39,2707677.89,0,0,0,2707677.89,0,40000,0,40000,14811.78,0,0,14811.78,0,3218525.06,3104672.45,22300,15156.06,0,0,0,0,2465,0,0,2465,250,3144843.51,0,"WELZER, STEVEN",20-OCT-16,1111549
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M7",,A,21-JUL-16,01-JUN-16,30-JUN-16,,195762.64,255902.53,451665.17,170527.58,281137.59,0,40000,616397.04,622231.01,605288.72,45929.27,209973.26,0,0,0,209973.26,0,0,0,0,0,0,0,0,0,255902.53,163815.41,5400,1312.17,0,0,0,0,0,0,0,0,0,170527.58,0,0,242853.62,624696.01,0,0,0,624696.01,0,40000,0,40000,491.18,0,0,491.18,0,908040.81,605779.9,7300,11108.32,0,0,0,0,2465,0,0,2465,250,626903.22,0,"WELZER, STEVEN",18-OCT-16,1109816
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M8",,A,21-AUG-16,01-JUL-16,31-JUL-16,,281137.59,1017743.73,1298881.32,830226.24,468655.08,0,40000,1446623.28,1639974.74,1435366.25,0,1017743.73,0,0,0,1017743.73,0,0,0,0,0,0,0,0,0,1017743.73,830077.53,0,148.71,0,0,0,0,0,0,0,0,0,830226.24,0,0,242853.62,1642439.74,0,0,0,1642439.74,0,40000,0,40000,491.18,0,0,491.18,0,1925784.54,1435857.43,7300,11257.03,0,0,0,0,2465,0,0,2465,250,1457129.46,0,"WELZER, STEVEN",18-OCT-16,1109817
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"12G",,N,27-OCT-16,01-OCT-16,19-OCT-16,G2016,73681.55,310069.09,383750.64,325447.53,58303.11,0,87740,3428623.51,3013441.23,3413467.45,0,308228.34,0,0,0,308228.34,0,0,0,0,1840.75,0,0,1840.75,0,310069.09,325447.53,0,0,0,0,0,0,0,0,0,0,0,325447.53,0,0,456035.39,3015906.23,0,0,0,3015906.23,0,40000,0,40000,16652.53,0,0,16652.53,0,3528594.15,3430119.98,22300,15156.06,0,0,0,0,2465,0,0,2465,250,3470291.04,0,"WELZER, STEVEN",27-OCT-16,1119553
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M2",,A,21-FEB-16,01-JAN-16,31-JAN-16,,22211.05,56225.54,78436.59,41346.66,37089.93,0,40000,263018.21,260108.14,256963.2,0,55912.54,0,0,0,55912.54,0,0,0,0,313,0,0,313,0,56225.54,38920.39,0,2426.27,0,0,0,0,0,0,0,0,0,41346.66,0,0,0,260108.14,0,0,0,260108.14,0,40000,0,40000,313,0,0,313,0,300421.14,257276.2,0,6055.01,0,0,0,0,0,0,0,0,0,263331.21,0,"WELZER, STEVEN",20-JUN-16,1079089
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M4",,A,21-APR-16,01-MAR-16,31-MAR-16,,27784.17,37274.13,65058.3,14090.9,50967.4,0,40000,306667.87,317635.27,297822.08,0,37274.13,0,0,0,37274.13,0,0,0,0,0,0,0,0,0,37274.13,12064.32,0,2026.58,0,0,0,0,0,0,0,0,0,14090.9,0,0,0,317635.27,0,0,0,317635.27,0,40000,0,40000,313,0,0,313,0,357948.27,298135.08,0,8845.79,0,0,0,0,0,0,0,0,0,306980.87,0,"WELZER, STEVEN",20-JUN-16,1079094
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M3",,A,21-MAR-16,01-FEB-16,29-FEB-16,,37089.93,20253,57342.93,29558.76,27784.17,0,40000,292576.97,280361.14,285757.76,0,20253,0,0,0,20253,0,0,0,0,0,0,0,0,0,20253,28794.56,0,764.2,0,0,0,0,0,0,0,0,0,29558.76,0,0,0,280361.14,0,0,0,280361.14,0,40000,0,40000,313,0,0,313,0,320674.14,286070.76,0,6819.21,0,0,0,0,0,0,0,0,0,292889.97,0,"WELZER, STEVEN",20-JUN-16,1079092
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M6",,A,20-JUN-16,01-MAY-16,31-MAY-16,,137122.62,166992.77,304115.39,108352.75,195762.64,0,40000,451269.46,412257.75,441473.31,96924.35,69978.24,0,0,0,69978.24,0,0,0,0,90.18,0,0,90.18,0,166992.77,108102.75,0,0,0,0,0,0,0,0,0,0,250,108352.75,0,0,196924.35,414722.75,0,0,0,414722.75,0,40000,0,40000,491.18,0,0,491.18,0,652138.28,441964.49,1900,9796.15,0,0,0,0,2465,0,0,2465,250,456375.64,0,"WELZER, STEVEN",20-JUN-16,1079108
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2015,"M11",,N,20-NOV-15,01-OCT-15,31-OCT-15,,27102.35,11286,38388.35,16596.31,21792.04,0,40000,169786.89,151578.93,168032.27,0,11286,0,0,0,11286,0,0,0,0,0,0,0,0,0,11286,15933.28,0,663.03,0,0,0,0,0,0,0,0,0,16596.31,0,0,0,151578.93,0,0,0,151578.93,0,40000,0,40000,0,0,0,0,0,191578.93,168032.27,0,1754.62,0,0,0,0,0,0,0,0,0,169786.89,0,"WELZER, STEVEN",20-NOV-15,1033669
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2015,"Q3",,A,28-OCT-15,01-JAN-15,30-SEP-15,,0,180292.93,180292.93,153190.58,27102.35,0,40000,153190.58,140292.93,152098.99,0,140292.93,0,0,0,140292.93,0,40000,0,40000,0,0,0,0,0,180292.93,152098.99,0,1091.59,0,0,0,0,0,0,0,0,0,153190.58,0,0,0,140292.93,0,0,0,140292.93,0,40000,0,40000,0,0,0,0,0,180292.93,152098.99,0,1091.59,0,0,0,0,0,0,0,0,0,153190.58,0,"WELZER, STEVEN",20-NOV-15,1033668
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M5",,A,20-MAY-16,01-APR-16,30-APR-16,,50967.4,127197.24,178164.64,41042.02,137122.62,0,40000,343256.89,342279.51,333460.74,100000,27109.24,0,0,0,27109.24,0,0,0,0,88,0,0,88,0,127197.24,35726.66,1900,950.36,0,0,0,0,2465,0,0,2465,0,41042.02,0,0,100000,344744.51,0,0,0,344744.51,0,40000,0,40000,401,0,0,401,0,485145.51,333861.74,1900,9796.15,0,0,0,0,2465,0,0,2465,0,348022.89,0,"WELZER, STEVEN",20-JUN-16,1079105
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2015,"M12",,A,20-DEC-15,01-NOV-15,30-NOV-15,,21792.04,25771.92,47563.96,29454.49,18109.47,0,40000,199241.38,177350.85,196166.83,0,25771.92,0,0,0,25771.92,0,0,0,0,0,0,0,0,0,25771.92,28134.56,0,1319.93,0,0,0,0,0,0,0,0,0,29454.49,0,0,0,177350.85,0,0,0,177350.85,0,40000,0,40000,0,0,0,0,0,217350.85,196166.83,0,3074.55,0,0,0,0,0,0,0,0,0,199241.38,0,"WELZER, STEVEN",20-JUN-16,1079074
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2016,"M9",,A,21-SEP-16,01-AUG-16,31-AUG-16,,468655.08,882152.21,1350807.29,1151145.85,199661.44,0,40000,2568448.53,2294624.58,2556260.74,213181.77,654649.84,0,0,0,654649.84,0,0,0,0,14320.6,0,0,14320.6,0,882152.21,1135215.09,15000,930.76,0,0,0,0,0,0,0,0,0,1151145.85,0,0,456035.39,2297089.58,0,0,0,2297089.58,0,40000,0,40000,14811.78,0,0,14811.78,0,2807936.75,2571072.52,22300,12187.79,0,0,0,0,2465,0,0,2465,250,2608275.31,0,"WELZER, STEVEN",18-OCT-16,1109818
C00581199,"JILL STEIN FOR PRESIDENT","22 KENDALL ROAD","","LEXINGTON","MA","02421","P20003984","STEIN, JILL",2015,"YE",,A,03-FEB-16,01-DEC-15,31-DEC-15,,18109.47,26844.75,44954.22,22743.17,22211.05,0,40000,221984.55,204195.6,218355.81,0,26844.75,0,0,0,26844.75,0,0,0,0,0,0,0,0,0,26844.75,22188.98,0,554.19,0,0,0,0,0,0,0,0,0,22743.17,0,0,0,204195.6,0,0,0,204195.6,0,40000,0,40000,0,0,0,0,0,244195.6,218355.81,0,3628.74,0,0,0,0,0,0,0,0,0,221984.55,0,"WELZER, STEVEN",20-JUN-16,1079076
C00575449,"RAND PAUL FOR PRESIDENT, INC.","PO BOX 77681","","WASHINGTON","DC","20013","P40003576","PAUL, RAND",2016,"M5",,N,20-MAY-16,01-APR-16,30-APR-16,,192676.59,69.25,192745.84,111702.18,81043.66,0,317365.37,11803402.07,10153661.87,11803402.07,0,-30.75,0,0,0,-30.75,0,0,0,0,100,0,0,100,0,69.25,85684.58,0,0,0,0,0,0,26017.6,0,0,26017.6,0,111702.18,0,0,0,10229030.2,0,47171.17,0,10276201.37,1735263.26,0,0,0,31997.57,0,0,31997.57,212501.08,12255963.28,11835399.64,215092.18,0,0,0,0,0,103231.88,0,19307.62,122539.5,1888.3,12174919.62,0,"KILGORE, PAUL",20-MAY-16,1073714
C00575449,"RAND PAUL FOR PRESIDENT, INC.","PO BOX 77681","","WASHINGTON","DC","20013","P40003576","PAUL, RAND",2016,"M11",,N,18-NOV-16,01-OCT-16,31-OCT-16,,11760.96,10,11770.96,35.62,11735.34,0,255927.73,11867621.03,10140681.31,11867621.03,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,35.62,0,0,0,0,0,0,0,0,0,0,0,35.62,0,0,0,10229402.2,0,47171.17,0,10276573.37,1796062.08,0,0,0,31997.57,0,0,31997.57,212501.08,12317134.1,11899618.6,267999.8,0,0,0,0,0,116584.44,0,19307.62,135892.06,1888.3,12305398.76,0,"KILGORE, PAUL",18-NOV-16,1126456
C00575449,"RAND PAUL FOR PRESIDENT, INC.","PO BOX 77681","","WASHINGTON","DC","20013","P40003576","PAUL, RAND",2016,"M3",,A,20-MAR-16,01-FEB-16,29-FEB-16,,854141.61,98152.29,952293.9,478591.86,473702.04,0,416281.33,11647078.68,10180020.4,11647078.68,0,90358.84,0,2881.45,0,93240.29,3021.15,0,0,0,1540.85,0,0,1540.85,350,98152.29,462497.13,0,0,0,0,0,0,14294.73,0,1800,16094.73,0,478591.86,0,0,0,10232071.13,0,44471.17,0,10276542.3,1735263.26,0,0,0,31897.57,0,0,31897.57,212501.08,12256204.21,11678976.25,5115.72,0,0,0,0,0,77214.28,0,19307.62,96521.9,1888.3,11782502.17,0,"KILGORE, PAUL",30-MAR-16,1057799
C00575449,"RAND PAUL FOR PRESIDENT, INC.","PO BOX 77681","","WASHINGTON","DC","20013","P40003576","PAUL, RAND",2015,"Q2",,A,15-JUL-15,01-APR-15,30-JUN-15,,0,6932779.14,6932779.14,2771264,4161515.14,0,705030.43,2720951.65,5295403.69,2720951.65,0,5294304.93,0,31505.62,0,5325810.55,1589559.14,0,0,0,17405.49,0,0,17405.49,3.96,6932779.14,2738357.14,1500,0,0,0,0,0,30406.86,0,0,30406.86,1000,2771264,0,0,0,5294304.93,0,31505.62,0,5325810.55,1589559.14,0,0,0,17405.49,0,0,17405.49,3.96,6932779.14,2738357.14,1500,0,0,0,0,0,30406.86,0,0,30406.86,1000,2771264,0,"KILGORE, PAUL",30-MAR-16,1057794
C00575449,"RAND PAUL FOR PRESIDENT, INC.","PO BOX 77681","","WASHINGTON","DC","20013","P40003576","PAUL, RAND",2016,"M6",,N,20-JUN-16,01-MAY-16,31-MAY-16,,81043.66,212,81255.66,7835.52,73420.14,0,310879.37,11811237.59,10153873.87,11811237.59,0,212,0,0,0,212,0,0,0,0,0,0,0,0,0,212,7835.52,0,0,0,0,0,0,0,0,0,0,0,7835.52,0,0,0,10229242.2,0,47171.17,0,10276413.37,1735263.26,0,0,0,31997.57,0,0,31997.57,212501.08,12256175.28,11843235.16,215092.18,0,0,0,0,0,103231.88,0,19307.62,122539.5,1888.3,12182755.14,0,"KILGORE, PAUL",20-JUN-16,1079223
C00575449,"RAND PAUL FOR PRESIDENT, INC.","PO BOX 77681","","WASHINGTON","DC","20013","P40003576","PAUL, RAND",2016,"M9",,N,20-SEP-16,01-AUG-16,31-AUG-16,,2515.68,10,2525.68,616.96,1908.72,0,301107.88,11821988.83,10146021.31,11821988.83,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,616.96,0,0,0,0,0,0,0,0,0,0,0,616.96,0,0,0,10229342.2,0,47171.17,0,10276513.37,1735263.26,0,0,0,31997.57,0,0,31997.57,212501.08,12256275.28,11853986.4,267999.8,0,0,0,0,0,111184.44,0,19307.62,130492.06,1888.3,12254366.56,0,"KILGORE, PAUL",20-SEP-16,1100636
C00575449,"RAND PAUL FOR PRESIDENT, INC.","PO BOX 77681","","WASHINGTON","DC","20013","P40003576","PAUL, RAND",2016,"M10",,N,20-OCT-16,01-SEP-16,30-SEP-16,,1908.72,60848.82,62757.54,50996.58,11760.96,0,255727.73,11867585.41,10140671.31,11867585.41,0,50,0,0,0,50,60798.82,0,0,0,0,0,0,0,0,60848.82,45596.58,0,0,0,0,0,0,5400,0,0,5400,0,50996.58,0,0,0,10229392.2,0,47171.17,0,10276563.37,1796062.08,0,0,0,31997.57,0,0,31997.57,212501.08,12317124.1,11899582.98,267999.8,0,0,0,0,0,116584.44,0,19307.62,135892.06,1888.3,12305363.14,0,"KILGORE, PAUL",20-OCT-16,1111713
